,seconds,price,buy_sell,round
111,20865.229,545,1,899
112,20875.203,550,1,899
113,20875.205,555,1,899
114,20877.826999999997,545,-1,899
115,20879.157,555,1,899
116,20880.749000000003,560,1,899
117,20882.015,555,1,899
118,20885.782,565,-1,899
119,20896.262000000002,555,1,899
120,20896.273999999998,570,1,899
121,20896.279000000002,605,1,899
122,20901.373,550,1,899
123,20904.392,550,1,899
124,20919.911,545,-1,899
125,20922.106,550,1,899
126,21087.67,460,-1,900
127,21089.14,550,1,900
128,21091.936999999998,590,1,900
129,21094.432,575,1,900
130,21096.959000000003,600,1,900
131,21099.534,550,1,900
132,21102.123,585,1,900
133,21104.926,585,1,900
134,21107.849000000002,605,1,900
135,21112.809,465,-1,900
136,21112.811,420,-1,900
137,21115.373,415,1,900
138,21160.703999999998,485,-1,900
139,21163.796000000002,490,-1,900
140,21166.476000000002,495,-1,900
141,21169.362999999998,490,-1,900
142,21171.867,495,-1,900
143,21174.355000000003,485,-1,900
144,21210.917,530,1,900
145,21224.475,505,1,900
146,21228.917999999998,495,-1,900
147,21234.282,490,-1,900
148,21236.273999999998,505,1,900
149,21240.335,485,1,900
150,21242.792999999998,500,-1,900
151,21253.286999999997,470,1,900
152,21255.854,500,-1,900
153,21257.131999999998,505,1,900
154,21257.135000000002,560,1,900
155,21257.136,560,1,900
156,21279.742,505,1,900
157,21279.748,570,1,900
158,21559.368000000002,510,1,901
159,21568.417999999998,495,-1,901
160,21568.89,455,-1,901
161,21569.32,405,-1,901
162,21573.807999999997,495,-1,901
163,21576.480000000003,495,-1,901
164,21580.982000000004,495,-1,901
165,21583.566,465,-1,901
166,21588.021,495,-1,901
167,21590.513,490,-1,901
168,21650.102,490,-1,901
169,21661.964999999997,500,1,901
170,21662.065000000002,505,1,901
171,21672.538999999997,500,1,901
172,21707.277000000002,490,-1,901
173,21735.122000000003,490,-1,901
174,21854.290999999997,495,-1,902
175,21863.167999999998,495,-1,902
176,21874.127999999997,495,-1,902
177,21879.678,495,-1,902
178,21886.835,495,-1,902
179,21889.290999999997,485,-1,902
180,21891.763,465,-1,902
181,21894.254999999997,485,-1,902
182,21896.767999999996,485,-1,902
183,21903.449,405,1,902
184,21910.402000000002,405,1,902
185,21914.902000000002,405,1,902
186,21919.742,405,1,902
187,21936.197999999997,450,1,902
188,21980.487999999998,505,1,902
189,21988.141000000003,450,1,902
190,21988.144999999997,500,1,902
191,21997.07,420,-1,902
192,21997.078,405,-1,902
193,22183.561999999998,455,1,903
194,22186.068,455,1,903
195,22189.068,470,-1,903
196,22193.338000000003,455,1,903
197,22197.841,410,1,903
198,22203.388,470,-1,903
199,22209.801,505,1,903
200,22210.305,505,1,903
201,22210.748,505,1,903
202,22215.211000000003,505,1,903
203,22216.725,470,-1,903
204,22219.809,505,1,903
205,22219.953999999998,470,-1,903
206,22224.479,505,1,903
207,22224.549,470,-1,903
208,22224.981,505,1,903
209,22225.555,505,1,903
210,22226.082000000002,505,1,903
211,22226.623,510,1,903
212,22227.225,470,-1,903
213,22231.553999999996,470,-1,903
214,22244.559,470,-1,903
215,22250.245000000003,505,1,903
216,22250.71,510,1,903
217,22251.175000000003,510,1,903
218,22251.648,515,1,903
219,22254.055999999997,470,-1,903
220,22287.260000000002,470,-1,903
221,22319.105000000003,465,-1,903
222,22347.303,455,-1,903
223,22473.604,420,-1,904
224,22500.527000000002,400,1,904
225,22511.292999999998,400,1,904
226,22511.295,430,1,904
227,22514.193,490,-1,904
228,22516.686999999998,490,-1,904
229,22516.733999999997,490,-1,904
230,22529.958,425,1,904
231,22534.034,430,1,904
232,22535.324999999997,415,-1,904
233,22596.157,430,1,904
234,22600.641000000003,475,-1,904
235,22613.807999999997,400,-1,904
236,22613.809999999998,385,-1,904
237,22613.811999999998,380,-1,904
238,22613.818,375,-1,904
239,22818.574,400,-1,905
240,22885.11,395,1,905
241,22887.502,400,1,905
242,23142.945,220,-1,906
243,23154.309999999998,220,-1,906
244,23162.231,230,1,906
245,23176.936,220,-1,906
246,23178.498,220,-1,906
247,23180.322,220,-1,906
248,23208.773999999998,195,-1,906
249,23222.108,140,1,906
250,23229.191,210,1,906
251,23353.055999999997,205,1,907
252,23366.424,245,-1,907
253,23368.314,205,1,907
254,23371.567000000003,245,-1,907
255,23380.299,205,1,907
256,23385.386,195,1,907
257,23387.394999999997,225,1,907
258,23389.792999999998,320,1,907
259,23391.494,225,1,907
260,23395.014000000003,205,1,907
261,23397.267,225,1,907
262,23399.237,205,1,907
263,23402.462,205,1,907
264,23407.586000000003,205,1,907
265,23413.529000000002,200,1,907
266,23418.413,195,1,907
267,23457.906000000003,170,1,907
268,23463.665999999997,170,-1,907
269,23476.591999999997,165,1,907
270,23479.127999999997,175,1,907
271,23620.421000000002,205,1,908
272,23625.328,170,1,908
273,23627.85,205,1,908
274,23630.464,150,1,908
275,23633.43,170,1,908
276,23636.324999999997,170,1,908
277,23636.669,190,1,908
278,23637.197999999997,170,1,908
279,23637.701,170,1,908
280,23638.281000000003,170,1,908
281,23638.881,170,1,908
282,23639.548000000003,170,1,908
283,23640.114,170,1,908
284,23641.655,170,1,908
285,23641.769,170,1,908
286,23642.410000000003,170,1,908
287,23643.089,170,1,908
288,23643.785000000003,170,1,908
289,23644.324,170,1,908
290,23644.345,170,1,908
291,23644.752,170,1,908
292,23645.207000000002,205,1,908
293,23645.657,480,1,908
294,23652.566,245,-1,908
295,23654.677000000003,245,-1,908
296,23657.39,245,-1,908
297,23660.732000000004,245,-1,908
298,23662.36,200,1,908
299,23664.125,210,1,908
300,23666.309999999998,245,-1,908
301,23669.161999999997,225,-1,908
302,23671.385000000002,245,-1,908
303,23675.417999999998,245,-1,908
304,23676.951999999997,245,-1,908
305,23679.050000000003,215,1,908
306,23681.752999999997,215,1,908
307,23686.269999999997,245,-1,908
308,23693.065000000002,225,1,908
309,23698.481,245,-1,908
310,23702.027000000002,170,1,908
311,23707.337,170,1,908
312,23711.773999999998,490,1,908
313,23720.023,455,-1,908
314,23723.432,455,-1,908
315,23725.970999999998,280,-1,908
316,23728.608,280,-1,908
317,23729.985,245,-1,908
318,23881.362999999998,165,-1,909
319,23885.584000000003,130,1,909
320,23889.587,130,1,909
321,23898.604,165,-1,909
322,23911.707000000002,120,-1,909
323,23924.885000000002,120,-1,909
324,23934.489999999998,120,-1,909
325,23938.492,120,-1,909
326,23943.599000000002,120,-1,909
327,23968.940000000002,120,-1,909
328,23972.525999999998,130,1,909
329,23975.042999999998,205,1,909
330,23980.836000000003,245,-1,909
331,23984.002999999997,245,-1,909
332,24154.424,125,1,910
333,24155.523,145,1,910
334,24156.362999999998,50,-1,910
335,24159.099000000002,195,-1,910
336,24160.586000000003,65,1,910
337,24161.845,50,-1,910
338,24163.582000000002,65,1,910
339,24166.546000000002,65,1,910
340,24169.396999999997,195,-1,910
341,24172.474000000002,200,1,910
342,24172.654000000002,195,-1,910
343,24176.051,205,1,910
344,24178.635000000002,205,1,910
345,24183.338000000003,205,1,910
346,24186.010000000002,205,1,910
347,24188.741,205,1,910
348,24195.705,195,-1,910
349,24219.016000000003,45,1,910
350,24231.576,195,-1,910
351,24234.205,100,1,910
352,24236.725,100,1,910
353,24238.674,85,-1,910
354,24241.682,195,-1,910
