,participant,start_time,end_time,duration,robot_side,robot_type,robot_fv,robot_submit
7,1.0,20506.0,20543.0,37.0,SELL,REACTIVE,500.0,0.0
8,1.0,20788.0,20805.0,17.0,SELL,REACTIVE,475.0,0.0
9,1.0,20806.0,20823.0,17.0,SELL,REACTIVE,450.0,0.0
10,1.0,20824.0,20836.0,12.0,SELL,REACTIVE,425.0,0.0
11,1.0,20839.0,20918.0,79.0,SELL,REACTIVE,450.0,3.0
12,1.0,20922.0,20951.0,29.0,SELL,REACTIVE,450.0,0.0
13,1.0,20977.0,20989.0,12.0,BUY,REACTIVE,275.0,0.0
14,1.0,21172.0,21256.0,84.0,SELL,REACTIVE,475.0,0.0
15,1.0,21273.0,21308.0,35.0,SELL,REACTIVE,525.0,2.0
16,1.0,21512.0,21522.0,10.0,SELL,REACTIVE,500.0,0.0
17,1.0,21525.0,21614.0,89.0,SELL,REACTIVE,475.0,0.0
18,1.0,21618.0,21648.0,30.0,SELL,REACTIVE,475.0,0.0
19,1.0,21810.0,21862.0,52.0,SELL,REACTIVE,450.0,0.0
20,1.0,21865.0,21939.0,74.0,SELL,REACTIVE,425.0,1.0
21,1.0,22085.0,22211.0,126.0,SELL,REACTIVE,400.0,0.0
22,1.0,22363.0,22494.0,131.0,SELL,REACTIVE,325.0,0.0
23,1.0,22614.0,22685.0,71.0,SELL,REACTIVE,300.0,2.0
24,1.0,22912.0,22994.0,82.0,SELL,REACTIVE,275.0,1.0
25,1.0,23187.0,23220.0,33.0,SELL,REACTIVE,275.0,1.0
26,1.0,23237.0,23311.0,74.0,SELL,REACTIVE,200.0,0.0
27,1.0,23434.0,23484.0,50.0,SELL,REACTIVE,150.0,1.0
28,1.0,23713.0,23765.0,52.0,SELL,REACTIVE,150.0,0.0
0,2.0,19386.0,19450.0,64.0,BUY,REACTIVE,500.0,0.0
1,2.0,19453.0,19596.0,143.0,BUY,REACTIVE,450.0,1.0
2,2.0,19598.0,19712.0,114.0,BUY,REACTIVE,400.0,0.0
3,2.0,19943.0,20029.0,86.0,BUY,REACTIVE,450.0,0.0
4,2.0,20070.0,20243.0,173.0,"BUY,SELL",REACTIVE,500.0,0.0
5,2.0,20408.0,20651.0,243.0,BUY,REACTIVE,450.0,5.0
6,2.0,20774.0,20993.0,219.0,BUY,REACTIVE,425.0,0.0
7,2.0,21086.0,21116.0,30.0,BUY,REACTIVE,425.0,0.0
8,2.0,21146.0,21233.0,87.0,"BUY,SELL",REACTIVE,500.0,0.0
9,2.0,21236.0,21345.0,109.0,BUY,REACTIVE,475.0,3.0
10,2.0,21494.0,21654.0,160.0,SELL,REACTIVE,500.0,2.0
11,2.0,21806.0,21938.0,132.0,SELL,MARKET_MAKER,500.0,0.0
12,2.0,22077.0,22215.0,138.0,SELL,REACTIVE,450.0,0.0
13,2.0,22296.0,22296.0,0.0,SELL,MARKET_MAKER,450.0,0.0
14,2.0,22363.0,22496.0,133.0,SELL,MARKET_MAKER,400.0,5.0
15,2.0,22613.0,22718.0,105.0,SELL,MARKET_MAKER,375.0,3.0
16,2.0,22721.0,22744.0,23.0,SELL,MARKET_MAKER,375.0,0.0
17,2.0,22911.0,23038.0,127.0,SELL,REACTIVE,325.0,1.0
18,2.0,23179.0,23317.0,138.0,SELL,REACTIVE,325.0,0.0
19,2.0,23434.0,23565.0,131.0,BUY,REACTIVE,50.0,0.0
20,2.0,23935.0,23945.0,10.0,BUY,REACTIVE,50.0,0.0
21,2.0,23955.0,24153.0,198.0,BUY,REACTIVE,50.0,0.0
0,3.0,19445.0,19466.0,21.0,"BUY,SELL",MARKET_MAKER,150.0,7.0
1,3.0,19593.0,19612.0,19.0,BUY,REACTIVE,400.0,6.0
2,3.0,20113.0,20169.0,56.0,BUY,REACTIVE,500.0,0.0
3,3.0,20184.0,20241.0,57.0,BUY,REACTIVE,500.0,4.0
4,3.0,20531.0,20584.0,53.0,"BUY,SELL",MARKET_MAKER,400.0,0.0
5,3.0,20812.0,20818.0,6.0,SELL,MARKET_MAKER,300.0,2.0
6,3.0,23955.0,24081.0,126.0,SELL,MARKET_MAKER,300.0,3.0
0,4.0,19523.0,19719.0,196.0,BUY,REACTIVE,400.0,0.0
1,4.0,19951.0,20246.0,295.0,BUY,REACTIVE,400.0,0.0
2,4.0,20410.0,20591.0,181.0,BUY,REACTIVE,400.0,0.0
3,4.0,20832.0,20996.0,164.0,BUY,REACTIVE,450.0,0.0
4,4.0,21148.0,21309.0,161.0,SELL,MARKET_MAKER,575.0,0.0
5,4.0,21803.0,21823.0,20.0,SELL,MARKET_MAKER,575.0,3.0
6,4.0,22058.0,22101.0,43.0,BUY,REACTIVE,250.0,0.0
7,4.0,22909.0,23035.0,126.0,BUY,REACTIVE,250.0,0.0
8,4.0,23182.0,23316.0,134.0,BUY,REACTIVE,250.0,0.0
0,5.0,19409.0,19440.0,31.0,SELL,MARKET_MAKER,700.0,4.0
1,5.0,19456.0,19478.0,22.0,SELL,MARKET_MAKER,625.0,1.0
2,5.0,19488.0,19510.0,22.0,SELL,MARKET_MAKER,575.0,0.0
3,5.0,19533.0,19589.0,56.0,"BUY,SELL",REACTIVE,575.0,1.0
4,5.0,19616.0,19623.0,7.0,"BUY,SELL",REACTIVE,600.0,2.0
5,5.0,19983.0,19993.0,10.0,"BUY,SELL",REACTIVE,550.0,4.0
6,5.0,20012.0,20030.0,18.0,SELL,MARKET_MAKER,500.0,1.0
7,5.0,20069.0,20086.0,17.0,SELL,MARKET_MAKER,500.0,5.0
8,5.0,20118.0,20123.0,5.0,SELL,MARKET_MAKER,600.0,1.0
9,5.0,20438.0,20452.0,14.0,SELL,MARKET_MAKER,500.0,1.0
10,5.0,20483.0,20507.0,24.0,BUY,REACTIVE,450.0,2.0
11,5.0,20533.0,20586.0,53.0,SELL,MARKET_MAKER,550.0,0.0
12,5.0,21158.0,21211.0,53.0,SELL,MARKET_MAKER,550.0,1.0
13,5.0,21501.0,21543.0,42.0,SELL,MARKET_MAKER,500.0,1.0
14,5.0,21828.0,21843.0,15.0,SELL,MARKET_MAKER,475.0,1.0
15,5.0,22096.0,22113.0,17.0,SELL,MARKET_MAKER,500.0,1.0
16,5.0,22369.0,22497.0,128.0,SELL,MARKET_MAKER,550.0,1.0
17,5.0,22618.0,22744.0,126.0,SELL,MARKET_MAKER,550.0,1.0
18,5.0,22919.0,23017.0,98.0,SELL,MARKET_MAKER,550.0,3.0
0,6.0,19410.0,19464.0,54.0,"BUY,SELL",MARKET_MAKER,600.0,16.0
1,6.0,19479.0,19527.0,48.0,"BUY,SELL",MARKET_MAKER,575.0,4.0
2,6.0,19534.0,19551.0,17.0,SELL,REACTIVE,575.0,0.0
3,6.0,19583.0,19636.0,53.0,SELL,REACTIVE,400.0,0.0
4,6.0,19648.0,19668.0,20.0,SELL,MARKET_MAKER,500.0,1.0
5,6.0,19686.0,19717.0,31.0,SELL,MARKET_MAKER,600.0,1.0
6,6.0,19993.0,20244.0,251.0,SELL,MARKET_MAKER,625.0,1.0
7,6.0,20423.0,20494.0,71.0,SELL,MARKET_MAKER,525.0,1.0
8,6.0,20507.0,20652.0,145.0,SELL,MARKET_MAKER,525.0,1.0
9,6.0,20800.0,20993.0,193.0,SELL,MARKET_MAKER,550.0,1.0
10,6.0,21158.0,21189.0,31.0,SELL,MARKET_MAKER,525.0,1.0
11,6.0,21192.0,21346.0,154.0,SELL,REACTIVE,525.0,1.0
12,6.0,21499.0,21653.0,154.0,SELL,REACTIVE,500.0,0.0
13,6.0,21809.0,21939.0,130.0,SELL,REACTIVE,500.0,0.0
14,6.0,22096.0,22216.0,120.0,SELL,REACTIVE,450.0,0.0
15,6.0,22374.0,22439.0,65.0,SELL,REACTIVE,325.0,0.0
16,6.0,22615.0,22741.0,126.0,SELL,MARKET_MAKER,325.0,1.0
17,6.0,22916.0,22950.0,34.0,SELL,MARKET_MAKER,300.0,1.0
18,6.0,22964.0,23038.0,74.0,SELL,REACTIVE,275.0,1.0
19,6.0,23193.0,23324.0,131.0,SELL,REACTIVE,275.0,1.0
20,6.0,23435.0,23524.0,89.0,SELL,REACTIVE,250.0,0.0
21,6.0,23528.0,23562.0,34.0,SELL,REACTIVE,250.0,0.0
22,6.0,23718.0,23841.0,123.0,SELL,REACTIVE,250.0,0.0
23,6.0,23967.0,24150.0,183.0,SELL,REACTIVE,250.0,0.0
0,7.0,20409.0,20456.0,47.0,SELL,MARKET_MAKER,900.0,1.0
1,7.0,21495.0,21516.0,21.0,SELL,MARKET_MAKER,900.0,1.0
